"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-27",,"69","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-28",,"70","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-29",,"71","44"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-30",,"73","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-10-31",,"73","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-01",,"77","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-02",,"82","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-03",,"83","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-04",,"83","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-05",,"77","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-06",,"70","55"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-07",,"67","45"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-08",,"70","40"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-09",,"69","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-10",,"70","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-11",,"74","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-12",,"78","40"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-13",,"72","45"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-14",,"72","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-15",,"71","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-16",,"66","49"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-17",,"68","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-18",,"69","52"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-19",,"64","40"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-20",,"63","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-21",,"63","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-22",,"69","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-23",,"71","42"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-24",,"60","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-25",,"61","35"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-26",,"59","34"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-27",,"62","30"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-28",,"66","32"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-29",,"61","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-11-30",,"64","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-01",,"61","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-02",,"61","51"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-03",,"65","44"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-04",,"66","44"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-05",,"67","41"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-06",,"65","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-07",,"61","39"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-08",,"58","34"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-09",,"59","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-10",,"58","34"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-11",,"65","33"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-12",,"66","36"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-13",,"64","33"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-14",,"60","34"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-15",,"62","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-16",,"67","33"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-17",,"58","40"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-18",,"68","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-19",,"66","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-20",,"61","53"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-21",,"61","46"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-22",,"68","44"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-23",,"62","38"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-24",,"61","34"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-25",,"60","37"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-26",,"58","41"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-27",,"64","43"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-28",,"66","45"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-29",,"67","50"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-30",,"60","48"
"USW00023285","LIVERMORE MUNICIPAL AIRPORT, CA US","2023-12-31",,"57","44"
